#EffectorID	Species	Value1	Value2	Value3	Value4
effector_3	species_31	58.8	34.8	149	3
effector_3	species_32	76.9	28.6	150	3
effector_3	species_33	17.2	64	151	3
effector_3	species_34	45.2	7.7	152	3
effector_3	species_35	98.6	24.1	153	3
effector_3	species_36	66.5	77.2	154	3
effector_3	species_37	74.3	92.1	155	3
effector_3	species_38	82.9	99.8	156	3
effector_4	species_0	5.6	52.7	157	4
effector_4	species_1	31.3	86.4	158	4
effector_4	species_2	18.4	80.3	159	4
effector_4	species_3	84.3	59	160	4
effector_4	species_4	80.6	42.2	161	4
effector_4	species_5	56.6	91.2	162	4
effector_4	species_6	51.5	47.1	163	4
effector_4	species_7	14.8	98.4	164	4
effector_4	species_8	66.6	86.9	165	4
effector_4	species_9	8.6	63	166	4
effector_4	species_10	49.8	16.6	167	4
effector_4	species_11	66.7	53.3	168	4
effector_4	species_12	61.1	9.6	169	4
effector_4	species_13	75.9	17.2	170	4
effector_4	species_14	76.6	8.2	171	4
effector_4	species_15	29.8	8.2	172	4
effector_4	species_16	70.2	40.9	173	4
effector_4	species_17	61.9	10.1	174	4
effector_4	species_18	32.3	40.5	175	4
effector_4	species_19	59	94.8	176	4
effector_4	species_20	35.7	50.4	177	4
effector_4	species_21	29.2	26.6	178	4
effector_4	species_22	63.7	69.9	179	4
effector_4	species_23	13.1	24.8	180	4
effector_4	species_24	50.8	15	181	4
effector_4	species_25	21.1	3.1	182	4
effector_4	species_26	69.9	2.1	183	4
effector_4	species_27	28	40.8	184	4
effector_4	species_28	40.1	7.3	185	4
effector_4	species_29	39.1	46	186	4
effector_4	species_30	23.1	2.8	187	4
effector_4	species_31	28.7	59.5	188	4
effector_4	species_32	59.1	80.8	189	4
effector_4	species_33	15	2.8	190	4
effector_4	species_34	34.4	97	191	4
effector_4	species_35	88.9	14.8	192	4
effector_4	species_36	8.3	64.9	193	4
effector_4	species_37	52	42.8	194	4
effector_4	species_38	84.6	38.4	195	4
effector_5	species_0	14.1	84.1	196	5
effector_5	species_1	84.2	50.7	197	5
effector_5	species_2	93.6	21	198	5
effector_5	species_3	8	71.8	199	5
effector_5	species_4	87.3	66.2	200	5
effector_5	species_5	77.6	29.3	201	5
effector_5	species_6	35.1	57.9	202	5
effector_5	species_7	89.9	88.5	203	5
effector_5	species_8	28.3	24.7	204	5
effector_5	species_9	2.9	56.7	205	5
effector_5	species_10	74.3	52.9	206	5
effector_5	species_11	19.8	83.3	207	5
effector_5	species_12	89.8	68.6	208	5
effector_5	species_13	31.9	67.6	209	5
effector_5	species_14	21.5	61	210	5
effector_5	species_15	2.5	28.9	211	5
effector_5	species_16	51.7	85.2	212	5
effector_5	species_17	45.1	19	213	5
effector_5	species_18	57.1	10.7	214	5
effector_5	species_19	6.1	31.1	215	5
effector_5	species_20	42.2	92.1	216	5
effector_5	species_21	85.2	2.7	217	5
effector_5	species_22	22.7	43.3	218	5
effector_5	species_23	31.6	40.7	219	5
effector_5	species_24	46.2	59	220	5
effector_5	species_25	26.3	37.2	221	5
effector_5	species_26	95.5	93.2	222	5
effector_5	species_27	28.3	70.8	223	5
effector_5	species_28	59.6	37.3	224	5
effector_5	species_29	10.6	88.2	225	5
effector_5	species_30	41.6	16.2	226	5
effector_5	species_31	75.2	20.3	227	5
effector_5	species_32	53.7	8.2	228	5
effector_5	species_33	97.3	77.1	229	5
effector_5	species_34	48.8	2.6	230	5
effector_5	species_35	82.8	71.5	231	5
effector_5	species_36	46.9	47.2	232	5
effector_5	species_37	4.4	64.6	233	5
effector_5	species_38	23.4	25.5	234	5
effector_6	species_0	82.3	20.8	235	6
effector_6	species_1	35.1	98	236	6
effector_6	species_2	45.9	40.3	237	6
effector_6	species_3	0.6	40.3	238	6
effector_6	species_4	25.8	86.4	239	6
effector_6	species_5	11.3	67	240	6
effector_6	species_6	52.1	50.7	241	6
effector_6	species_7	28.2	84.6	242	6
effector_6	species_8	37	22.7	243	6
effector_6	species_9	27.5	22.7	244	6
effector_6	species_10	49.9	15.7	245	6
effector_6	species_11	31.4	2.6	246	6
effector_6	species_12	46.2	57.7	247	6
effector_6	species_13	80.9	84.2	248	6
effector_6	species_14	42.7	59.8	249	6
effector_6	species_15	85.1	71.9	250	6
effector_6	species_16	66.9	67	251	6
effector_6	species_17	69	35.9	252	6
effector_6	species_18	73.7	92.2	253	6
effector_6	species_19	18.4	20.7	254	6
effector_6	species_20	26.3	35.2	255	6
effector_6	species_21	52.1	77.6	256	6
effector_6	species_22	4.7	68.3	257	6
effector_6	species_23	85.3	61.6	258	6
effector_6	species_24	64.4	28	259	6
effector_6	species_25	25.8	67.3	260	6
effector_6	species_26	27.7	22.9	261	6
effector_6	species_27	18.4	97.8	262	6
effector_6	species_28	81.4	47.9	263	6
effector_6	species_29	17.8	92.3	264	6
effector_6	species_30	19.1	8	265	6
effector_6	species_31	18.6	93.9	266	6
effector_6	species_32	2.5	97.7	267	6
effector_6	species_33	21.6	12.1	268	6
effector_6	species_34	52.5	30.3	269	6
effector_6	species_35	90	95.8	270	6
effector_6	species_36	13.2	65.5	271	6
effector_6	species_37	1.7	64.3	272	6
effector_6	species_38	98	82.9	273	6
effector_7	species_0	27.1	40.3	274	7
effector_7	species_1	60.1	70.4	275	7
effector_7	species_2	92.2	78.2	276	7
effector_7	species_3	37.1	56.9	277	7
effector_7	species_4	48.2	63.2	278	7
effector_7	species_5	94.3	80.5	279	7
effector_7	species_6	16.6	88.2	280	7
effector_7	species_7	10.8	17.3	281	7
effector_7	species_8	33.5	22.7	282	7
effector_7	species_9	24.4	45.1	283	7
effector_7	species_10	0.5	95.3	284	7
effector_7	species_11	46.4	53.7	285	7
effector_7	species_12	79.6	34.4	286	7
effector_7	species_13	25.3	6.2	287	7
effector_7	species_14	72	84.5	288	7
effector_7	species_15	49.2	66.3	289	7
effector_7	species_16	36	91.7	290	7
effector_7	species_17	7.6	82.2	291	7
effector_7	species_18	64.8	42.9	292	7
effector_7	species_19	91	52.9	293	7
effector_7	species_20	8.3	41.9	294	7
effector_7	species_21	44.8	85.8	295	7
effector_7	species_22	70.1	60.3	296	7
effector_7	species_23	13.9	27.5	297	7
effector_7	species_24	81.9	18.8	298	7
effector_7	species_25	22.8	20.2	299	7
effector_7	species_26	82.6	74.8	300	7
effector_7	species_27	89.1	27.1	301	7
effector_7	species_28	9.9	60.5	302	7
effector_7	species_29	67.9	43.5	303	7
effector_7	species_30	66	18.7	304	7
effector_7	species_31	66.4	25.4	305	7
effector_7	species_32	88.9	17.8	306	7
effector_7	species_33	56.1	12.3	307	7
effector_7	species_34	64.8	59.4	308	7
effector_7	species_35	22.6	33.6	309	7
effector_7	species_36	10.1	66.5	310	7
effector_7	species_37	85.9	59.5	311	7
effector_7	species_38	36.4	19.7	312	7
effector_8	species_0	75	92.9	313	8
effector_8	species_1	4	48.6	314	8
effector_8	species_2	5.9	1.7	315	8
effector_8	species_3	88.8	38.8	316	8
effector_8	species_4	92.1	4.6	317	8
effector_8	species_5	32.9	79.5	318	8
effector_8	species_6	15.3	91	319	8
effector_8	species_7	86.1	93.6	320	8
effector_8	species_8	83.8	56.3	321	8
effector_8	species_9	84.9	89.8	322	8
effector_8	species_10	7.7	68.1	323	8
effector_8	species_11	91.3	80.1	324	8
effector_8	species_12	86.7	37.3	325	8
effector_8	species_13	65.5	93.7	326	8
effector_8	species_14	18.8	58.8	327	8
effector_8	species_15	39.3	97	328	8
effector_8	species_16	32.9	39.9	329	8
effector_8	species_17	75.4	3.5	330	8
effector_8	species_18	62	76.7	331	8
effector_8	species_19	89.9	91.3	332	8
effector_8	species_20	56.1	67.8	333	8
effector_8	species_21	10.3	57.2	334	8
effector_8	species_22	68.1	53.4	335	8
effector_8	species_23	79.8	24.9	336	8
effector_8	species_24	94.1	72	337	8
effector_8	species_25	87.2	20.2	338	8
effector_8	species_26	92.7	76	339	8
effector_8	species_27	28.6	89.2	340	8
effector_8	species_28	65.6	42.2	341	8
effector_8	species_29	3.1	4.8	342	8
effector_8	species_30	77	51.5	343	8
effector_8	species_31	92.7	88.9	344	8
effector_8	species_32	62.5	1.6	345	8
effector_8	species_33	63.2	79	346	8
effector_8	species_34	5.4	69	347	8
effector_8	species_35	29.9	23.7	348	8
effector_8	species_36	18.2	68.5	349	8
effector_8	species_37	11.7	17.4	350	8
effector_8	species_38	64.3	5.1	351	8
effector_9	species_0	40	80.4	352	9
effector_9	species_1	90.4	58.9	353	9
effector_9	species_2	15.6	26.5	354	9
effector_9	species_3	87.9	43.3	355	9
effector_9	species_4	61.6	11.1	356	9
effector_9	species_5	97.7	76.1	357	9
effector_9	species_6	54.4	96.1	358	9
effector_9	species_7	55.3	73.2	359	9
effector_9	species_8	21.2	26.9	360	9
effector_9	species_9	29.3	78	361	9
effector_9	species_10	39.6	9.7	362	9
effector_9	species_11	16.2	55.2	363	9
effector_9	species_12	73.8	61.7	364	9
effector_9	species_13	81.8	63.7	365	9
effector_9	species_14	46.9	80.8	366	9
effector_9	species_15	39.7	34.6	367	9
effector_9	species_16	56.8	9.4	368	9
effector_9	species_17	87	11.8	369	9
effector_9	species_18	6.5	61.6	370	9
effector_9	species_19	2.4	48.2	371	9
effector_9	species_20	55.4	88.2	372	9
effector_9	species_21	21.6	64.5	373	9
effector_9	species_22	97.7	48.2	374	9
effector_9	species_23	15.4	85	375	9
effector_9	species_24	73.2	61.3	376	9
effector_9	species_25	43.2	25.5	377	9
effector_9	species_26	41	82.9	378	9
effector_9	species_27	13.5	99.8	379	9
effector_9	species_28	12.5	79.5	380	9
effector_9	species_29	93.5	93.8	381	9
effector_9	species_30	30.1	61.8	382	9
effector_9	species_31	55.4	81.9	383	9
effector_9	species_32	5.3	72.6	384	9
effector_9	species_33	13.9	21.8	385	9
effector_9	species_34	79.2	57.9	386	9
effector_9	species_35	95.1	49.1	387	9
effector_9	species_36	75.3	85.7	388	9
effector_9	species_37	0.8	84.9	389	9
effector_9	species_38	71.2	3.8	390	9
effector_10	species_0	84.6	61.1	391	10
effector_10	species_1	77.4	95.7	392	10
effector_10	species_2	35.1	93.8	393	10
effector_10	species_3	92.4	30.4	394	10
effector_10	species_4	14	84.9	395	10
effector_10	species_5	85.1	31.1	396	10
effector_10	species_6	59.1	8.8	397	10
effector_10	species_7	64.6	62.2	398	10
effector_10	species_8	79.1	58	399	10
effector_10	species_9	64.7	77.9	400	10
effector_10	species_10	97.6	22.2	401	10
effector_10	species_11	1.6	33.9	402	10
effector_10	species_12	34.1	33.2	403	10
effector_10	species_13	77	38.7	404	10
effector_10	species_14	18.8	63.2	405	10
effector_10	species_15	92.4	93.7	406	10
effector_10	species_16	15.6	28.5	407	10
effector_10	species_17	33.4	96.5	408	10
effector_10	species_18	40.7	34.4	409	10
effector_10	species_19	84	7.6	410	10
effector_10	species_20	51.7	13.7	411	10
effector_10	species_21	13.3	56.7	412	10
effector_10	species_22	50.7	58.1	413	10
effector_10	species_23	52.2	40.8	414	10
effector_10	species_24	9.9	31.4	415	10
effector_10	species_25	22.7	82	416	10
effector_10	species_26	26.1	13.1	417	10
effector_10	species_27	89.5	17.2	418	10
effector_10	species_28	50.9	37.5	419	10
effector_10	species_29	98.8	60	420	10
effector_10	species_30	17.5	56.4	421	10
effector_10	species_31	78.7	58.3	422	10
effector_10	species_32	21.6	28.6	423	10
effector_10	species_33	31.2	78.4	424	10
effector_10	species_34	37.1	49.2	425	10
effector_10	species_35	73.5	62.9	426	10
effector_10	species_36	29.3	89.8	427	10
effector_10	species_37	18.5	61.6	428	10
effector_10	species_38	0.1	76	429	10
effector_11	species_0	77.1	14.1	430	11
effector_11	species_1	93.5	18	431	11
effector_11	species_2	14.1	51.7	432	11
effector_11	species_3	82.5	25.5	433	11
effector_11	species_4	87.5	92.2	434	11
effector_11	species_5	92.7	9.9	435	11
effector_11	species_6	98.2	16.1	436	11
effector_11	species_7	17.9	57.7	437	11
effector_11	species_8	74.4	14.5	438	11
effector_11	species_9	77.1	91.1	439	11
effector_11	species_10	70.4	89.5	440	11
effector_11	species_11	82.3	24.8	441	11
effector_11	species_12	40.7	80.1	442	11
effector_11	species_13	91.1	44.1	443	11
effector_11	species_14	32.7	88	444	11
effector_11	species_15	3.3	25.1	445	11
effector_11	species_16	92.7	12.2	446	11
effector_11	species_17	38.7	25.2	447	11
effector_11	species_18	52.7	70.5	448	11
effector_11	species_19	78.7	63.4	449	11
effector_11	species_20	40.2	27.8	450	11
effector_11	species_21	63.1	15.9	451	11
effector_11	species_22	91.7	13.8	452	11
effector_11	species_23	64.6	70	453	11
effector_11	species_24	42.8	10.9	454	11
effector_11	species_25	2.9	69.2	455	11
effector_11	species_26	63.5	87.1	456	11
effector_11	species_27	38.1	67.7	457	11
effector_11	species_28	93.4	38	458	11
effector_11	species_29	88.2	20.5	459	11
effector_11	species_30	75.7	71.3	460	11
effector_11	species_31	40.3	5.6	461	11
effector_11	species_32	24.3	74.3	462	11
effector_11	species_33	73.1	68.4	463	11
effector_11	species_34	26.3	57.7	464	11
effector_11	species_35	95.3	7	465	11
effector_11	species_36	71.6	84.4	466	11
effector_11	species_37	27.1	28.8	467	11
effector_11	species_38	75.1	29.4	468	11
effector_12	species_0	40	4.4	469	12
effector_12	species_1	86.3	29	470	12
effector_12	species_2	73.7	68.5	471	12
effector_12	species_3	58.4	61.1	472	12
effector_12	species_4	14.9	77.6	473	12
effector_12	species_5	87.7	61.4	474	12
effector_12	species_6	0.8	95.4	475	12
effector_12	species_7	80.3	48.3	476	12
effector_12	species_8	93.5	3.6	477	12
effector_12	species_9	87.5	54.1	478	12
effector_12	species_10	53.8	52	479	12
effector_12	species_11	66.4	7.8	480	12
effector_12	species_12	60	84.4	481	12
effector_12	species_13	51.6	67.2	482	12
effector_12	species_14	27.3	22.8	483	12
effector_12	species_15	60.6	94.1	484	12
effector_12	species_16	68.9	33.7	485	12
effector_12	species_17	19.9	36.2	486	12
effector_12	species_18	29.9	99.1	487	12
effector_12	species_19	81.5	52.2	488	12
effector_12	species_20	38.7	96.6	489	12
effector_12	species_21	52.5	58.2	490	12
effector_12	species_22	69.6	80.7	491	12
effector_12	species_23	83.4	67.4	492	12
effector_12	species_24	66.3	67.8	493	12
effector_12	species_25	16.2	40.1	494	12
effector_12	species_26	42.4	43.4	495	12
effector_12	species_27	83	91.7	496	12
effector_12	species_28	17.4	31.5	497	12
effector_12	species_29	37.1	31.3	498	12
effector_12	species_30	71.3	89.9	499	12
effector_12	species_31	81	83.2	500	12
effector_12	species_32	64.4	35	501	12
effector_12	species_33	99	18.3	502	12
effector_12	species_34	90.3	64.7	503	12
effector_12	species_35	40.7	35.4	504	12
effector_12	species_36	3.5	7.7	505	12
effector_12	species_37	81.7	81.3	506	12
effector_12	species_38	56	5.2	507	12
effector_13	species_0	23.9	41.9	508	13
effector_13	species_1	1.1	12	509	13
effector_13	species_2	14.1	98.7	510	13
effector_13	species_3	0.2	27.6	511	13
effector_13	species_4	42.6	91.3	512	13
effector_13	species_5	97.8	10.8	513	13
effector_13	species_6	81.3	57.5	514	13
effector_13	species_7	34.2	89.5	515	13
effector_13	species_8	91.7	61	516	13
effector_13	species_9	58.3	26.9	517	13
effector_13	species_10	68.3	22.9	518	13
effector_13	species_11	94.9	19.4	519	13
effector_13	species_12	23	52.1	520	13
effector_13	species_13	90.5	5.6	521	13
effector_13	species_14	52.3	36.5	522	13
effector_13	species_15	0.2	28.3	523	13
effector_13	species_16	36.8	86.5	524	13
effector_13	species_17	42.1	13.7	525	13
effector_13	species_18	94.7	50.4	526	13
effector_13	species_19	39.3	78.6	527	13
effector_13	species_20	70.8	23.2	528	13
effector_13	species_21	48.8	95.2	529	13
effector_13	species_22	10.4	73	530	13
effector_13	species_23	80.8	44.6	531	13
effector_13	species_24	17	91.4	532	13
effector_13	species_25	42.6	82.6	533	13
effector_13	species_26	92.9	79	534	13
effector_13	species_27	79.5	24.2	535	13
effector_13	species_28	66.5	5.7	536	13
effector_13	species_29	77.9	60.6	537	13
effector_13	species_30	97.1	66.9	538	13
effector_13	species_31	53.5	16.7	539	13
effector_13	species_32	86.7	75.1	540	13
effector_13	species_33	25.3	96	541	13
effector_13	species_34	97.6	90	542	13
effector_13	species_35	19.6	67	543	13
effector_13	species_36	57.4	41.5	544	13
effector_13	species_37	39.2	31	545	13
effector_13	species_38	75.7	25.5	546	13
effector_14	species_0	36.2	26.2	547	14
effector_14	species_1	11.1	26.6	548	14
effector_14	species_2	28.7	59.4	549	14
effector_14	species_3	89.9	27.8	550	14
effector_14	species_4	81.5	94.6	551	14
effector_14	species_5	64.4	33.2	552	14
effector_14	species_6	29.9	99.2	553	14
effector_14	species_7	33.6	40.8	554	14
effector_14	species_8	36.6	33.2	555	14
effector_14	species_9	72.5	32.8	556	14
effector_14	species_10	47.9	73.4	557	14
effector_14	species_11	46.3	1.6	558	14
effector_14	species_12	19.5	98.6	559	14
effector_14	species_13	89.3	18.6	560	14
effector_14	species_14	26.6	76.3	561	14
effector_14	species_15	51.5	27.6	562	14
effector_14	species_16	66.1	21.7	563	14
effector_14	species_17	61.5	54.9	564	14
effector_14	species_18	33.6	92.7	565	14
effector_14	species_19	75.9	57.3	566	14
effector_14	species_20	59	39.4	567	14
effector_14	species_21	71.8	24	568	14
effector_14	species_22	89	55	569	14
effector_14	species_23	77.3	84.7	570	14
effector_14	species_24	37.9	67.6	571	14
effector_14	species_25	21.9	11.8	572	14
effector_14	species_26	51.9	62.9	573	14
effector_14	species_27	52.8	3.5	574	14
effector_14	species_28	88.7	80	575	14
effector_14	species_29	55	67.5	576	14
effector_14	species_30	36.3	89.4	577	14
effector_14	species_31	42.5	33.4	578	14
effector_14	species_32	60.2	79.1	579	14
effector_14	species_33	3	8	580	14
effector_14	species_34	75.9	97.8	581	14
effector_14	species_35	49.8	72.2	582	14
effector_14	species_36	22.2	39.4	583	14
effector_14	species_37	94.4	65.8	584	14
effector_14	species_38	85.4	88.4	585	14
effector_15	species_0	57.4	68.6	586	15
effector_15	species_1	98.8	45.9	587	15
effector_15	species_2	44.8	31.4	588	15
effector_15	species_3	62.9	95.9	589	15
effector_15	species_4	65.2	88.6	590	15
effector_15	species_5	94.6	37.6	591	15
effector_15	species_6	8.7	64.9	592	15
effector_15	species_7	70.5	95.4	593	15
effector_15	species_8	39.4	96.8	594	15
effector_15	species_9	68.7	35.6	595	15
effector_15	species_10	71	60.9	596	15
effector_15	species_11	25	46.1	597	15
effector_15	species_12	49.3	84.1	598	15
effector_15	species_13	53.7	95.7	599	15
effector_15	species_14	89.4	25.4	600	15
effector_15	species_15	36.2	8.5	601	15
effector_15	species_16	44.2	89	602	15
effector_15	species_17	62.9	52.9	603	15
effector_15	species_18	92.7	55.2	604	15
effector_15	species_19	76.7	10.2	605	15
effector_15	species_20	25.4	45.6	606	15
effector_15	species_21	93.4	1.4	607	15
effector_15	species_22	7.7	64.7	608	15
effector_15	species_23	48.6	92	609	15
effector_15	species_24	8.1	96.9	610	15
effector_15	species_25	57.6	3	611	15
effector_15	species_26	85.7	18.7	612	15
effector_15	species_27	67.1	52.3	613	15
effector_15	species_28	3.5	97.7	614	15
effector_15	species_29	75.5	55.1	615	15
effector_15	species_30	67.5	93.7	616	15
effector_15	species_31	95	12.4	617	15
effector_15	species_32	75.2	63	618	15
effector_15	species_33	59.6	47.1	619	15
effector_15	species_34	34.2	13.3	620	15
effector_15	species_35	55.7	55.7	621	15
effector_15	species_36	69.8	70.1	622	15
effector_15	species_37	24.9	85.3	623	15
effector_15	species_38	18.5	66.5	624	15
effector_16	species_0	18.7	60.2	625	16
effector_16	species_1	55.7	45.5	626	16
effector_16	species_2	56.7	79.2	627	16
effector_16	species_3	86.1	81.3	628	16
effector_16	species_4	30	68.5	629	16
effector_16	species_5	25.7	66.6	630	16
effector_16	species_6	57.4	61.3	631	16
effector_16	species_7	50.4	11.6	632	16
effector_16	species_8	59	29.7	633	16
effector_16	species_9	0.2	70	634	16
effector_16	species_10	25.6	20.9	635	16
effector_16	species_11	92.3	4.4	636	16
effector_16	species_12	17	25.5	637	16
effector_16	species_13	90.7	22.8	638	16
effector_16	species_14	18.6	14.4	639	16
effector_16	species_15	79.1	15.7	640	16
effector_16	species_16	90.8	55.3	641	16
effector_16	species_17	19.8	81.9	642	16
effector_16	species_18	42.3	61.7	643	16
effector_16	species_19	88.2	98.9	644	16
effector_16	species_20	4.3	96.6	645	16
effector_16	species_21	81.5	89.9	646	16
effector_16	species_22	95.5	59.7	647	16
effector_16	species_23	4.1	68.6	648	16
effector_16	species_24	7.6	10.7	649	16
effector_16	species_25	18.9	86.8	650	16
effector_16	species_26	93.1	67.1	651	16
effector_16	species_27	32.5	9.1	652	16
effector_16	species_28	49.7	82.2	653	16
effector_16	species_29	57.1	91.8	654	16
effector_16	species_30	97.9	90.6	655	16
effector_16	species_31	96.7	84.8	656	16
effector_16	species_32	68.2	95.9	657	16
effector_16	species_33	6.6	12.6	658	16
effector_16	species_34	85	21	659	16
effector_16	species_35	58.1	74.4	660	16
effector_16	species_36	1.1	41.5	661	16
effector_16	species_37	45.8	66.8	662	16
effector_16	species_38	23.7	2.5	663	16
effector_17	species_0	99.9	58.7	664	17
effector_17	species_1	41.9	8.5	665	17
effector_17	species_2	59.8	92.3	666	17
effector_17	species_3	50.3	81.6	667	17
effector_17	species_4	6.4	85.8	668	17
effector_17	species_5	23.9	78.5	669	17
effector_17	species_6	52.6	16.7	670	17
effector_17	species_7	68.1	26.4	671	17
effector_17	species_8	89.6	42.7	672	17
effector_17	species_9	4.7	14.2	673	17
effector_17	species_10	69.3	87.4	674	17
effector_17	species_11	5.7	2.7	675	17
effector_17	species_12	13.9	82.2	676	17
